Gender,Year,Shelter,Canteen_Usage,Weekly_Income,Foodspend%,Nutritional_consciousness, Usually_prefer_for_breakfast, Usually_prefer_for_Lunch, Usually_prefer_for_Dinner,DigitPayUsageCanteens,Convenience,Enhancements,Canteen_cleanliness_importance,University_canteen_sanitation,Cleanliness_rate_in_Base canteen,Cleanliness_rate_in_Gym_canteen,Cleanliness_rate_in_Staff_canteen,Cleanliness_rate_in_hilton_canteen,Cleanliness_rate_in_Din&sons_canteen,Cleanliness_rate_in_Helabojunhala_canteen,Cleanliness_rate_in_kirihala_canteen,Cleanliness_rate_in_staffJuicebar,Cleanliness_rate_in_GymJuicebar,Canteen_sanitation_issues ,Canteen_portion_sizes,Canteen_food_waste,Main_reason,Agree_on_portion_customization,Waste_management_rate_in_Basecanteen,Waste_management_rate_in_Gymcanteen,Waste_management_rate_in_Staffcanteen,Waste_management_rate_in_hiltoncanteen,Waste_management_rate_in_Don&sonscanteen,Waste_management_rate_in_Hela_bojun_hala_canteen,Waste_management_rate_in_kirihalacanteen,Waste_management_rate_in_staffJuicebar,Waste_management_rate_in_GymJuicebar,Most_visited_canteen,Base_Canteen_visits,Gym_Canteen_visits,Staff_Canteen_visits,Hilton_Canteen_visits,Don&Son's_shop_visits,Hela_Bojun_Hala_visits,Kiri Hala_Canteen_visits,JuiceBarI(in Gym)_visits,JuicebarII(in Staff)_visits,Factor_Food_Quality,Factor_Price,Factor_Service_Speed,Factor_Cleanliness,Factor_Beverage_Options,Factor_Seating_Availability,BaseCanteen_OverallSatisfaction,GymCanteen_OverallSatisfaction,StaffCanteen_OverallSatisfaction,HiltonCanteen_OverallSatisfaction,Don&Son'sshop_OverallSatisfaction,HelaBojunHala_OverallSatisfaction,KiriHalaCanteen_OverallSatisfaction,JuiceBarI(in Gym)_OverallSatisfaction,JuicebarII(in Staff)_OverallSatisfaction
Male,Third Year,Bording/Apartment,Rarely,Above Rs.5000,0 - 20,3 - Moderately important,2,2,2,Frequently,4 - Convenient,None,5 - Very important,Dissatisfied,3,2,3,3,3,4,4,3,3,Unclean equipment,Just right,Rarely,I didn't like the taste,Agree,3,3,4,3,3,4,3,3,3,Base canteen󠇯,Daily,Frequently,Frequently,Occasionally,Occasionally,Rarely,Frequently,Frequently,Rarely,Staff Canteen,Gym Canteen,Base Canteen,Staff Canteen,Juice Bar I (in Gym),Gym Canteen,3,3,4,3,3,3,3,3,3
Female,Second Year,Bording/Apartment,Occasionally,Rs.3000 - Rs.4000,40 - 60,3 - Moderately important,3,5,3,Never,4 - Convenient,Discounts or rewards for digital payments,5 - Very important,Satisfied,4,3,4,3,5,4,4,4,4,Unclean seating areas,Just right,Rarely,I didn't like the taste,Neutral,3,3,3,3,3,3,3,4,4,Juice Bar I (in Gym)󠇯,Daily,Frequently,Occasionally,Rarely,Rarely,Rarely,Rarely,Frequently,Occasionally,Staff Canteen,Base Canteen,Base Canteen,Hela Bojun Hala,Juice Bar I (in Gym),Base Canteen,4,3,4,3,4,4,3,5,5
Female,Second Year,Bording/Apartment,Frequently,Above Rs.5000,80 - 100,3 - Moderately important,2,4,2,Rarely,2 - Slightly Convenient,Meal subscription plans,5 - Very important,Very Dissatisfied,2,2,2,2,4,4,4,4,4,Other,Just right,Often,I didn't like the taste,Strongly Agree,3,3,3,3,3,3,3,3,3,Staff canteen󠇯,Frequently,Rarely,Daily,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Frequently,Staff Canteen,Base Canteen,Don & Son's shop,Juice bar II (in Staff),Juice bar II (in Staff),Staff Canteen,3,3,4,4,5,5,5,5,5
Female,Second Year,Campus Hostels,Frequently,Rs.4000 - Rs.5000,40 - 60,4 - Important,4,3,3,Never,4 - Convenient,Discounts or rewards for digital payments,5 - Very important,Neutral,2,3,4,3,3,5,3,4,4,Poor food handling practices,Just right,Sometimes,Other,Neutral,2,3,3,2,2,4,3,4,4,Gym canteen󠇯,Rarely,Daily,Occasionally,Rarely,Never,Frequently,Occasionally,Rarely,Rarely,Hela Bojun Hala,Gym Canteen,Gym Canteen,Hela Bojun Hala,Staff Canteen,Gym Canteen,2,3,3,2,2,4,4,4,4
Female,Second Year,Bording/Apartment,Occasionally,Rs.3000 - Rs.4000,20 - 40,2 - Slightly important,1,2,1,Never,3 - Moderately Convenient,Discounts or rewards for digital payments,5 - Very important,Satisfied,4,3,2,3,4,5,5,5,5,Poor food handling practices,Just right,Sometimes,I didn't like the taste,Neutral,3,3,3,3,3,3,3,3,3,Juice Bar I (in Gym)󠇯,Daily,Never,Never,Occasionally,Never,Rarely,Rarely,Occasionally,Rarely,Base Canteen,Base Canteen,Base Canteen,Juice Bar I (in Gym),Base Canteen,Juice Bar I (in Gym),4,3,3,3,3,4,4,4,4
Male,First Year,Bording/Apartment,Daily,Less than Rs.2000,80 - 100,5 - Very important,2,2,2,Never,5 - Very Convenient,Discounts or rewards for digital payments,4 - Convenient,Neutral,3,3,4,2,3,2,2,2,2,Unclean seating areas,Just right,Rarely,I didn't like the taste,Neutral,2,2,2,2,2,2,2,2,2,Staff canteen󠇯,Occasionally,Never,Daily,Occasionally,Rarely,Rarely,Rarely,Rarely,Daily,Staff Canteen,Base Canteen,Base Canteen,Don & Son's shop,Juice bar II (in Staff),Gym Canteen,1,1,1,1,1,1,1,1,1
Male,First Year,Bording/Apartment,Daily,Less than Rs.2000,60 - 80,4 - Important,1,2,2,Always,5 - Very Convenient,Meal subscription plans,3 - Moderately important,Neutral,3,3,4,3,4,4,4,3,3,Lack of waste disposal bins,Just right,Sometimes,I didn't like the taste,Strongly Agree,3,3,3,3,3,3,3,3,3,Staff canteen󠇯,Occasionally,Rarely,Daily,Rarely,Never,Never,Occasionally,Never,Frequently,Staff Canteen,Staff Canteen,Base Canteen,Base Canteen,Staff Canteen,Gym Canteen,2,2,4,2,4,4,4,1,4
Male,First Year,Bording/Apartment,Daily,Less than Rs.2000,80 - 100,3 - Moderately important,2,2,2,Never,4 - Convenient,Discounts or rewards for digital payments,5 - Very important,Neutral,3,3,3,2,3,3,3,3,3,Other,Much too small,Never,I didn't like the taste,Agree,3,3,3,3,3,3,3,3,3,Staff canteen󠇯,Rarely,Rarely,Occasionally,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Staff Canteen,Base Canteen,Base Canteen,Staff Canteen,Staff Canteen,Base Canteen,4,4,4,4,4,4,4,4,4
Male,First Year,Bording/Apartment,Daily,Rs.3000 - Rs.4000,60 - 80,1 - Not important,3,2,3,Never,1 - Not Convenient,Meal subscription plans;Discounts or rewards for digital payments,3 - Moderately important,Neutral,3,1,4,3,5,5,4,5,5,Unclean equipment,Just right,Rarely,I didn't like the taste,Strongly Agree,2,2,2,2,2,2,2,2,2,Base canteen󠇯,Frequently,Never,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Staff Canteen,Hilton Canteen,Hilton Canteen,Staff Canteen,Juice Bar I (in Gym),Hilton Canteen,3,1,3,3,3,3,3,3,3
Female,Second Year,Bording/Apartment,Daily,Above Rs.5000,60 - 80,3 - Moderately important,1,2,3,Never,2 - Slightly Convenient,Meal subscription plans;Discounts or rewards for digital payments,5 - Very important,Neutral,2,1,3,3,5,4,3,3,5,Poor food handling practices,Just right,Sometimes,Other,Agree,3,3,3,3,3,3,3,3,3,Staff canteen󠇯,Occasionally,Rarely,Frequently,Rarely,Occasionally,Occasionally,Rarely,Rarely,Daily,Don & Son's shop,Staff Canteen,Don & Son's shop,Don & Son's shop,Staff Canteen,Staff Canteen,3,2,4,2,4,4,2,2,4
Female,First Year,Bording/Apartment,Daily,Less than Rs.2000,20 - 40,4 - Important,2,2,2,Occasionally,2 - Slightly Convenient,Discounts or rewards for digital payments,2 - Slightly important,Dissatisfied,2,3,3,3,3,1,2,2,3,Lack of waste disposal bins,Just right,Rarely,I didn't like the taste,Disagree,2,3,2,3,3,2,3,3,2,Don & son’s shop󠇯,Never,Rarely,Rarely,Occasionally,Rarely,Rarely,Rarely,Occasionally,Rarely,Base Canteen,Gym Canteen,Gym Canteen,Gym Canteen,Staff Canteen,Gym Canteen,2,3,3,2,2,2,3,2,3
Female,Second Year,Bording/Apartment,Daily,Less than Rs.2000,20 - 40,4 - Important,2,2,2,Never,3 - Moderately Convenient,Discounts or rewards for digital payments,5 - Very important,Satisfied,5,3,3,2,2,2,3,3,3,Other,Slightly too small,Sometimes,I didn't like the taste,Neutral,4,3,3,3,3,3,3,3,3,Base canteen󠇯,Daily,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,4,3,3,3,3,3,3,3,3
Female,Second Year,Bording/Apartment,Daily,Rs.2000 - Rs.3000,60 - 80,4 - Important,5,2,2,Never,4 - Convenient,Discounts or rewards for digital payments,5 - Very important,Satisfied,4,3,4,3,5,4,3,3,3,Unclean equipment,Slightly too small,Never,The food was not fresh,Neutral,3,3,3,3,3,3,3,3,3,Staff canteen󠇯,Frequently,Occasionally,Daily,Rarely,Rarely,Occasionally,Occasionally,Occasionally,Frequently,Hela Bojun Hala,Base Canteen,Base Canteen,Staff Canteen,Juice bar II (in Staff),Gym Canteen,4,3,4,3,5,4,3,3,3
Female,Second Year,Bording/Apartment,Daily,Rs.2000 - Rs.3000,60 - 80,3 - Moderately important,5,2,1,Never,4 - Convenient,Discounts or rewards for digital payments,5 - Very important,Satisfied,4,3,4,3,5,4,3,3,4,Unclean equipment,Slightly too small,Rarely,The food was not fresh,Neutral,4,4,4,4,4,4,4,4,4,Staff canteen󠇯,Frequently,Occasionally,Daily,Occasionally,Rarely,Occasionally,Occasionally,Occasionally,Frequently,Hela Bojun Hala,Base Canteen,Base Canteen,Staff Canteen,Staff Canteen,Base Canteen,4,3,4,3,5,5,3,3,4
Female,Second Year,Bording/Apartment,Occasionally,Rs.2000 - Rs.3000,60 - 80,2 - Slightly important,1,1,1,Never,4 - Convenient,Discounts or rewards for digital payments,5 - Very important,Neutral,1,2,4,3,1,3,2,2,3,Poor food handling practices,Slightly too large,Sometimes,I didn't like the taste,Neutral,3,3,4,1,4,4,2,2,2,Base canteen󠇯,Daily,Frequently,Frequently,Occasionally,Occasionally,Occasionally,Never,Never,Occasionally,Base Canteen,Gym Canteen,Gym Canteen,Gym Canteen,Staff Canteen,Staff Canteen,4,3,5,5,4,4,3,3,3
Female,Second Year,At Home,Rarely,Rs.4000 - Rs.5000,40 - 60,2 - Slightly important,2,2,1,Never,3 - Moderately Convenient,Meal subscription plans,4 - Convenient,Neutral,4,4,3,4,5,4,3,3,4,Poor food handling practices,Slightly too large,Sometimes,I didn't like the taste,Disagree,1,2,1,1,2,2,3,5,5,Staff canteen󠇯,Rarely,Never,Occasionally,Rarely,Occasionally,Rarely,Occasionally,Occasionally,Rarely,Gym Canteen,Base Canteen,Staff Canteen,Staff Canteen,Juice bar II (in Staff),Staff Canteen,4,3,3,4,3,4,3,4,2
Female,Second Year,At Home,Rarely,Less than Rs.2000,40 - 60,3 - Moderately important,2,2,2,Never,4 - Convenient,Meal subscription plans;Discounts or rewards for digital payments,5 - Very important,Neutral,4,4,4,3,4,4,4,4,4,Unclean seating areas,Just right,Sometimes,Other,Agree,3,3,3,3,3,3,3,3,3,Base canteen󠇯,Daily,Occasionally,Rarely,Rarely,Rarely,Rarely,Daily,Daily,Daily,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Juice Bar I (in Gym),Gym Canteen,3,3,3,3,3,3,3,3,3
Female,Second Year,At Home,Rarely,Less than Rs.2000,0 - 20,3 - Moderately important,2,2,2,Rarely,3 - Moderately Convenient,Meal subscription plans,3 - Moderately important,Neutral,5,4,4,5,4,4,4,4,4,Other,Slightly too small,Rarely,Other,Agree,4,4,4,4,4,4,4,4,4,Hilton canteen󠇯,Frequently,Rarely,Never,Rarely,Never,Rarely,Occasionally,Frequently,Frequently,Hilton Canteen,Juice Bar I (in Gym),Base Canteen,Hilton Canteen,Juice Bar I (in Gym),Gym Canteen,4,4,4,5,4,4,4,4,4
Male,Second Year,Campus Hostels,Daily,Rs.2000 - Rs.3000,0 - 20,1 - Not important,1,2,3,Never,1 - Not Convenient,Meal subscription plans,1 - Not important,Very Dissatisfied,2,2,2,2,2,2,2,2,2,Poor food handling practices,Slightly too large,Rarely,The portion size is too large,Strongly Disagree,1,1,1,1,1,1,1,2,1,Base canteen󠇯,Never,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Staff Canteen,Staff Canteen,Gym Canteen,Staff Canteen,Staff Canteen,Staff Canteen,3,1,3,4,3,4,3,4,3
Male,Second Year,Campus Hostels,Frequently,Rs.3000 - Rs.4000,40 - 60,1 - Not important,1,1,2,Never,1 - Not Convenient,Discounts or rewards for digital payments,4 - Convenient,Dissatisfied,4,3,4,3,4,4,4,5,5,Poor food handling practices,Slightly too small,Sometimes,I didn't like the taste,Agree,4,3,4,3,3,4,3,4,4,Gym canteen󠇯,Occasionally,Frequently,Occasionally,Occasionally,Never,Rarely,Rarely,Rarely,Rarely,Staff Canteen,Gym Canteen,Hela Bojun Hala,Hela Bojun Hala,Hela Bojun Hala,Gym Canteen,3,2,3,2,3,4,3,4,4
Female,Second Year,At Home,Daily,Less than Rs.2000,0 - 20,4 - Important,2,2,2,Rarely,4 - Convenient,Meal subscription plans;Discounts or rewards for digital payments,4 - Convenient,Neutral,4,4,4,4,4,4,4,4,4,Lack of waste disposal bins,Slightly too large,Rarely,I didn't like the taste,Neutral,5,5,4,5,4,5,5,5,3,Base canteen󠇯,Daily,Occasionally,Occasionally,Occasionally,Rarely,Rarely,Daily,Daily,Rarely,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,2,2,2,2,3,2,4,3,4
Female,Second Year,Bording/Apartment,Rarely,Less than Rs.2000,20 - 40,3 - Moderately important,2,2,2,Occasionally,4 - Convenient,Discounts or rewards for digital payments,5 - Very important,Neutral,4,3,4,3,4,4,4,4,4,Unclean seating areas,Just right,Sometimes,I didn't like the taste,Agree,3,3,3,3,3,3,3,3,3,Gym canteen󠇯,Occasionally,Frequently,Occasionally,Never,Rarely,Rarely,Daily,Frequently,Occasionally,Staff Canteen,Gym Canteen,Gym Canteen,Kiri Hala,Juice Bar I (in Gym),Gym Canteen,4,4,4,2,2,3,4,3,3
Female,Second Year,At Home,Occasionally,Less than Rs.2000,20 - 40,4 - Important,2,5,2,Rarely,4 - Convenient,Discounts or rewards for digital payments,5 - Very important,Dissatisfied,4,4,3,2,4,4,5,4,4,Unclean seating areas,Just right,Sometimes,I didn't like the taste,Neutral,4,4,4,4,4,4,4,4,4,Staff canteen󠇯,Occasionally,Rarely,Frequently,Rarely,Occasionally,Never,Frequently,Rarely,Frequently,Kiri Hala,Juice bar II (in Staff),Kiri Hala,Kiri Hala,Kiri Hala,Staff Canteen,3,3,3,3,3,3,5,5,5
Male,Second Year,At Home,Daily,Less than Rs.2000,40 - 60,1 - Not important,2,2,2,Always,5 - Very Convenient,Discounts or rewards for digital payments,5 - Very important,Satisfied,3,3,3,2,5,3,3,3,3,Poor food handling practices,Much too small,Sometimes,I didn't like the taste,Strongly Agree,1,3,1,3,5,3,3,3,3,Base canteen󠇯,Daily,Frequently,Frequently,Occasionally,Rarely,Occasionally,Occasionally,Occasionally,Frequently,Staff Canteen,Base Canteen,Kiri Hala,Don & Son's shop,Staff Canteen,Gym Canteen,3,3,3,3,5,3,3,4,4
Female,Second Year,Campus Hostels,Rarely,Rs.3000 - Rs.4000,40 - 60,3 - Moderately important,2,2,2,Never,2 - Slightly Convenient,Discounts or rewards for digital payments,5 - Very important,Neutral,3,4,2,1,4,5,3,3,3,Unclean seating areas,Slightly too small,Sometimes,I didn't like the taste,Neutral,3,3,3,3,3,3,3,3,3,Hela Bojun Hala󠇯,Occasionally,Occasionally,Rarely,Rarely,Rarely,Frequently,Rarely,Occasionally,Occasionally,Hela Bojun Hala,Gym Canteen,Gym Canteen,Hela Bojun Hala,Don & Son's shop,Gym Canteen,3,2,4,5,3,1,3,5,2
Female,Second Year,Bording/Apartment,Daily,Rs.3000 - Rs.4000,60 - 80,4 - Important,1,1,1,Never,4 - Convenient,Discounts or rewards for digital payments,2 - Slightly important,Satisfied,3,2,1,3,2,3,1,1,1,Other,Just right,Sometimes,Other,Agree,1,2,3,3,1,1,3,2,1,Staff canteen󠇯,Rarely,Rarely,Occasionally,Occasionally,Rarely,Rarely,Rarely,Never,Rarely,Base Canteen,Gym Canteen,Gym Canteen,Base Canteen,Base Canteen,Gym Canteen,2,2,1,2,4,2,2,1,1
Female,Second Year,Bording/Apartment,Daily,Rs.3000 - Rs.4000,40 - 60,4 - Important,2,2,2,Never,2 - Slightly Convenient,Meal subscription plans,5 - Very important,Neutral,3,3,4,3,3,4,4,3,4,Unclean equipment,Slightly too small,Sometimes,The food was not fresh,Neutral,3,3,4,3,3,3,4,4,4,Staff canteen󠇯,Frequently,Never,Daily,Frequently,Never,Frequently,Frequently,Never,Daily,Staff Canteen,Base Canteen,Juice bar II (in Staff),Staff Canteen,Staff Canteen,Staff Canteen,3,3,4,3,3,4,4,3,4
Male,Second Year,Bording/Apartment,Daily,Less than Rs.2000,40 - 60,5 - Very important,3,3,3,Never,3 - Moderately Convenient,Discounts or rewards for digital payments,5 - Very important,Neutral,4,2,3,3,4,4,4,4,4,Unclean seating areas,Slightly too small,Sometimes,I didn't like the taste,Neutral,4,3,4,3,4,4,4,4,4,Hilton canteen󠇯,Frequently,Rarely,Never,Daily,Never,Occasionally,Occasionally,Frequently,Frequently,Base Canteen,Gym Canteen,Base Canteen,Base Canteen,Base Canteen,Hilton Canteen,1,3,2,1,1,1,1,1,1
Male,Second Year,Bording/Apartment,Daily,Rs.2000 - Rs.3000,60 - 80,2 - Slightly important,1,2,2,Never,2 - Slightly Convenient,None,5 - Very important,Dissatisfied,4,1,4,4,4,3,3,4,4,Unclean equipment,Slightly too small,Sometimes,I didn't like the taste,Agree,4,4,2,4,4,3,3,4,4,Hilton canteen󠇯,Rarely,Rarely,Occasionally,Daily,Never,Rarely,Rarely,Rarely,Rarely,Staff Canteen,Gym Canteen,Base Canteen,Hilton Canteen,Juice Bar I (in Gym),Hilton Canteen,4,3,4,4,4,4,4,4,4
Female,Second Year,Bording/Apartment,Occasionally,Rs.4000 - Rs.5000,60 - 80,2 - Slightly important,2,4,1,Rarely,3 - Moderately Convenient,Meal subscription plans,2 - Slightly important,Neutral,3,3,4,3,4,4,4,4,4,Lack of waste disposal bins,Slightly too small,Rarely,I didn't like the taste,Neutral,4,3,4,4,4,4,4,4,4,Hela Bojun Hala󠇯,Rarely,Rarely,Occasionally,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Staff Canteen,Staff Canteen,Staff Canteen,Base Canteen,Staff Canteen,Staff Canteen,2,4,4,4,4,5,3,2,1
Female,Second Year,Bording/Apartment,Daily,Rs.3000 - Rs.4000,40 - 60,2 - Slightly important,3,2,2,Never,3 - Moderately Convenient,Discounts or rewards for digital payments,5 - Very important,Dissatisfied,3,3,3,3,4,4,4,4,4,Other,Just right,Sometimes,The food was not fresh,Neutral,3,3,3,3,3,4,3,4,4,Base canteen󠇯,Frequently,Rarely,Frequently,Rarely,Rarely,Frequently,Occasionally,Occasionally,Frequently,Hela Bojun Hala,Hela Bojun Hala,Base Canteen,Hela Bojun Hala,Juice bar II (in Staff),Gym Canteen,4,4,4,3,3,4,3,4,4
Male,Second Year,Bording/Apartment,Daily,Less than Rs.2000,40 - 60,4 - Important,2,2,2,Never,1 - Not Convenient,Discounts or rewards for digital payments,5 - Very important,Neutral,4,2,3,4,4,4,4,5,4,Lack of waste disposal bins,Slightly too small,Sometimes,I didn't like the taste,Agree,4,3,4,2,4,3,4,5,4,Base canteen󠇯,Daily,Frequently,Occasionally,Frequently,Rarely,Rarely,Occasionally,Frequently,Occasionally,Base Canteen,Hilton Canteen,Hilton Canteen,Juice Bar I (in Gym),Juice Bar I (in Gym),Hilton Canteen,4,2,3,3,4,3,4,5,4
Male,Second Year,Campus Hostels,Daily,Rs.4000 - Rs.5000,40 - 60,3 - Moderately important,1,3,2,Never,3 - Moderately Convenient,Discounts or rewards for digital payments,3 - Moderately important,Neutral,3,2,4,3,5,3,3,3,4,Lack of waste disposal bins,Just right,Sometimes,I didn't like the taste,Neutral,3,3,3,3,3,3,3,3,3,Gym canteen󠇯,Rarely,Daily,Frequently,Frequently,Rarely,Never,Rarely,Rarely,Rarely,Staff Canteen,Gym Canteen,Gym Canteen,Don & Son's shop,Don & Son's shop,Gym Canteen,4,3,4,3,5,4,4,4,4
Female,Second Year,Campus Hostels,Rarely,Less than Rs.2000,60 - 80,4 - Important,3,2,5,Rarely,2 - Slightly Convenient,None,4 - Convenient,Neutral,3,3,3,3,3,5,5,4,4,Unclean seating areas,Just right,Rarely,I didn't like the taste,Neutral,3,3,3,3,3,3,3,3,3,Hela Bojun Hala󠇯,Occasionally,Occasionally,Rarely,Rarely,Never,Occasionally,Occasionally,Rarely,Rarely,Hela Bojun Hala,Hela Bojun Hala,Hela Bojun Hala,Hela Bojun Hala,Hela Bojun Hala,Hela Bojun Hala,3,3,3,3,3,3,3,3,3
Male,Second Year,Bording/Apartment,Daily,Rs.3000 - Rs.4000,60 - 80,3 - Moderately important,2,2,3,Rarely,4 - Convenient,Meal subscription plans;Discounts or rewards for digital payments,5 - Very important,Very Dissatisfied,1,1,2,2,4,4,4,4,3,Unclean seating areas,Much too small,Sometimes,I didn't like the taste,Strongly Agree,3,3,3,3,3,3,2,2,2,Staff canteen󠇯,Daily,Rarely,Daily,Rarely,Rarely,Occasionally,Rarely,Occasionally,Occasionally,Hela Bojun Hala,Base Canteen,Base Canteen,Don & Son's shop,Juice bar II (in Staff),Gym Canteen,2,1,3,2,4,5,4,5,5
Male,Second Year,Bording/Apartment,Daily,Rs.3000 - Rs.4000,40 - 60,3 - Moderately important,2,2,2,Never,1 - Not Convenient,Discounts or rewards for digital payments,5 - Very important,Satisfied,1,3,1,3,1,1,3,1,1,Unclean seating areas,Slightly too small,Rarely,I didn't like the taste,Agree,1,3,1,3,1,1,1,1,1,Staff canteen󠇯,Daily,Occasionally,Daily,Rarely,Rarely,Frequently,Rarely,Frequently,Daily,Staff Canteen,Base Canteen,Staff Canteen,Staff Canteen,Staff Canteen,Base Canteen,1,3,1,3,1,1,3,1,1
Male,Second Year,Bording/Apartment,Daily,Less than Rs.2000,40 - 60,3 - Moderately important,1,2,2,Never,4 - Convenient,Discounts or rewards for digital payments,5 - Very important,Dissatisfied,3,3,3,4,3,4,2,5,5,Unclean seating areas,Slightly too small,Rarely,I didn't like the taste,Agree,3,3,3,3,3,3,3,3,3,Staff canteen󠇯,Rarely,Occasionally,Occasionally,Occasionally,Never,Rarely,Rarely,Occasionally,Occasionally,Staff Canteen,Gym Canteen,Gym Canteen,Staff Canteen,Staff Canteen,Gym Canteen,3,3,4,4,4,4,3,4,4
Male,Second Year,Bording/Apartment,Daily,Rs.4000 - Rs.5000,40 - 60,1 - Not important,1,2,4,Never,2 - Slightly Convenient,Discounts or rewards for digital payments,4 - Convenient,Neutral,3,3,3,3,4,4,4,4,4,Unclean seating areas,Just right,Sometimes,I didn't like the taste,Neutral,3,3,3,3,3,3,3,3,3,Gym canteen󠇯,Occasionally,Frequently,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Frequently,Frequently,Gym Canteen,Gym Canteen,Gym Canteen,Gym Canteen,Gym Canteen,Gym Canteen,3,3,3,3,3,3,3,3,3
Female,Second Year,Bording/Apartment,Daily,Less than Rs.2000,0 - 20,4 - Important,2,2,2,Never,4 - Convenient,Meal subscription plans,5 - Very important,Neutral,3,3,3,3,3,3,3,3,3,Unclean seating areas,Just right,Sometimes,I didn't like the taste,Neutral,3,3,3,3,3,3,3,3,3,Staff canteen󠇯,Frequently,Never,Daily,Never,Never,Frequently,Rarely,Never,Daily,Staff Canteen,Base Canteen,Base Canteen,Gym Canteen,Base Canteen,Staff Canteen,3,3,3,3,3,3,3,3,3
Male,First Year,Campus Hostels,Frequently,Rs.2000 - Rs.3000,60 - 80,5 - Very important,2,2,2,Rarely,2 - Slightly Convenient,Discounts or rewards for digital payments,5 - Very important,Neutral,3,3,4,3,3,3,3,3,3,Poor food handling practices,Just right,Never,Other,Agree,3,3,3,3,3,3,3,3,3,Staff canteen󠇯,Daily,Rarely,Daily,Rarely,Rarely,Occasionally,Rarely,Occasionally,Rarely,Staff Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,4,3,4,3,3,3,3,3,3
Male,Second Year,Bording/Apartment,Occasionally,Rs.4000 - Rs.5000,20 - 40,4 - Important,2,2,3,Rarely,4 - Convenient,Meal subscription plans,5 - Very important,Dissatisfied,2,2,2,2,2,2,2,2,2,Poor food handling practices,Just right,Sometimes,I didn't like the taste,Strongly Agree,1,1,1,1,1,1,1,1,1,Hilton canteen󠇯,Occasionally,Rarely,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Base Canteen,Gym Canteen,Staff Canteen,Staff Canteen,Staff Canteen,Gym Canteen,2,2,2,2,2,2,2,2,2
Female,Second Year,Bording/Apartment,Daily,Rs.4000 - Rs.5000,60 - 80,3 - Moderately important,2,2,2,Never,4 - Convenient,Discounts or rewards for digital payments,5 - Very important,Neutral,3,4,4,3,5,5,4,4,5,Unclean seating areas,Slightly too small,Rarely,I didn't like the taste,Agree,2,4,4,4,5,5,5,5,5,Base canteen󠇯,Frequently,Rarely,Daily,Rarely,Rarely,Frequently,Occasionally,Occasionally,Frequently,Hela Bojun Hala,Hela Bojun Hala,Hela Bojun Hala,Hela Bojun Hala,Juice bar II (in Staff),Base Canteen,3,4,4,4,5,5,5,5,5
Female,Second Year,Bording/Apartment,Daily,Above Rs.5000,60 - 80,3 - Moderately important,2,2,3,Never,2 - Slightly Convenient,Discounts or rewards for digital payments,5 - Very important,Neutral,3,2,4,3,4,4,3,3,3,Unclean seating areas,Just right,Rarely,Other,Agree,3,3,3,3,3,3,3,3,3,Staff canteen󠇯,Occasionally,Never,Frequently,Rarely,Rarely,Rarely,Never,Never,Occasionally,Don & Son's shop,Base Canteen,Don & Son's shop,Don & Son's shop,Staff Canteen,Gym Canteen,3,2,4,3,4,4,2,2,3
Male,Second Year,Bording/Apartment,Daily,Less than Rs.2000,80 - 100,1 - Not important,4,2,3,Never,4 - Convenient,Meal subscription plans;Discounts or rewards for digital payments,5 - Very important,Dissatisfied,3,2,4,3,4,5,4,4,4,Poor food handling practices,Slightly too small,Sometimes,The food was not fresh,Agree,3,2,3,3,4,4,4,4,4,Base canteen󠇯,Frequently,Frequently,Occasionally,Occasionally,Rarely,Occasionally,Occasionally,Frequently,Occasionally,Base Canteen,Gym Canteen,Staff Canteen,Hela Bojun Hala,Juice Bar I (in Gym),Gym Canteen,4,3,3,4,3,4,4,4,4
Male,First Year,Campus Hostels,Daily,Rs.3000 - Rs.4000,40 - 60,1 - Not important,3,3,5,Never,5 - Very Convenient,Meal subscription plans;Discounts or rewards for digital payments,5 - Very important,Satisfied,3,2,3,2,3,3,3,3,3,Unclean equipment,Slightly too small,Sometimes,I didn't like the taste,Disagree,2,3,3,3,3,3,2,3,3,Base canteen󠇯,Rarely,Occasionally,Rarely,Rarely,Occasionally,Rarely,Occasionally,Rarely,Rarely,Gym Canteen,Gym Canteen,Gym Canteen,Gym Canteen,Gym Canteen,Gym Canteen,3,2,3,3,2,3,3,2,2
